SourceSiteUrl,TargetSiteUrl,LibraryName,ItemType,FileName,FileExtension,SourceItemId,TargetItemId,SourceSizeBytes,TargetSizeBytes,SizeDifferencePercent,SourceVersionCount,TargetVersionCount,SourceAbsolutePath,TargetAbsolutePath,SourceCreated,SourceModified,TargetCreated,TargetModified,Status,Note
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Christmas Party,,47,18,0,0,0.0%,2,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Christmas Party,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Christmas Party,12/17/2020 10:16:25,04/08/2025 07:58:04,06/26/2025 13:43:01,06/26/2025 13:52:27,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,MTMC (Monthly),,55,135,0,0,0.0%,8,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/MTMC (Monthly),https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/MTMC (Monthly),03/16/2021 08:55:34,11/06/2021 13:39:21,06/24/2025 14:07:10,06/24/2025 14:07:10,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,LEAN Work,,73,136,0,0,0.0%,4,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/LEAN Work,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/LEAN Work,05/18/2021 09:14:28,01/06/2022 06:43:35,06/24/2025 14:06:53,06/24/2025 14:06:53,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,TEST,,133,137,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/TEST,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/TEST,04/06/2022 08:17:57,04/06/2022 08:17:57,06/26/2025 13:42:56,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Recordings,,168,347,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Recordings,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Recordings,06/23/2022 14:57:11,06/23/2022 14:57:11,06/26/2025 13:42:57,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Archives,,170,333,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Team Meeting (weekly)/Archives,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Team Meeting (weekly)/Archives,06/23/2022 15:34:41,06/23/2022 15:34:41,06/26/2025 13:42:58,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Recordings,,172,130,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Critical Care/Recordings,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Critical Care/Recordings,06/24/2022 14:52:49,06/24/2022 14:52:49,06/26/2025 13:42:56,06/26/2025 13:42:50,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Project info,,195,348,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Team Meeting (weekly)/Project info,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Team Meeting (weekly)/Project info,01/06/2023 13:23:13,01/06/2023 13:23:13,06/26/2025 13:42:58,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Inventory list,,214,342,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Inventory list,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Inventory list,04/05/2023 07:59:52,04/05/2023 07:59:51,06/26/2025 13:42:58,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Telehealth,,215,513,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Inventory list/Telehealth,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Inventory list/Telehealth,04/05/2023 08:00:00,04/05/2023 07:59:59,06/26/2025 13:42:59,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,COPD,,227,601,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Inventory list/Telehealth/COPD,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Inventory list/Telehealth/COPD,05/18/2023 14:39:38,05/18/2023 14:39:35,06/26/2025 13:43:00,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Instructions,,229,604,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Inventory list/Telehealth/Instructions,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Inventory list/Telehealth/Instructions,05/19/2023 08:00:19,05/19/2023 08:00:17,06/26/2025 13:43:00,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,V-STIC,,242,603,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Inventory list/Telehealth/V-STIC,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Inventory list/Telehealth/V-STIC,07/25/2023 09:40:23,07/25/2023 09:40:22,06/26/2025 13:43:01,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Attachments,,284,15,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Attachments,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Attachments,03/06/2024 15:03:58,03/06/2024 15:03:58,06/26/2025 13:42:48,06/26/2025 13:08:30,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Spreadsheet,,306,350,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/Patient Care/Spreadsheet,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/Patient Care/Spreadsheet,06/14/2024 08:47:17,06/14/2024 08:45:48,06/26/2025 13:42:58,06/26/2025 13:42:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,BME Service Rounds,,327,24,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds,01/21/2025 10:10:12,01/21/2025 10:10:13,06/24/2025 15:52:27,06/24/2025 15:52:27,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,2024 ROUNDS,,328,138,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS,01/21/2025 10:14:26,01/21/2025 10:14:20,06/26/2025 13:31:38,06/26/2025 13:36:46,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,2024,,329,225,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024,01/21/2025 10:14:28,01/21/2025 10:14:23,06/26/2025 13:31:40,06/26/2025 13:31:40,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Aug 2024 - ACTU,,330,241,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - ACTU,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - ACTU,01/21/2025 10:14:29,01/21/2025 10:14:21,06/26/2025 13:31:41,06/26/2025 13:31:41,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Aug 2024 - Device Clinic,,331,246,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - Device Clinic,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - Device Clinic,01/21/2025 10:14:29,01/21/2025 10:14:22,06/26/2025 13:31:42,06/26/2025 13:31:42,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Aug 2024 - PAU - COMPLETE,,332,253,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - PAU - COMPLETE,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - PAU - COMPLETE,01/21/2025 10:14:30,01/21/2025 10:14:23,06/26/2025 13:31:41,06/26/2025 13:31:41,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Aug 2024 - RRC,,333,812,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/RRC/Aug 2024 - RRC,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/RRC/Aug 2024 - RRC,01/21/2025 10:14:30,05/20/2025 11:42:20,01/21/2025 10:14:30,05/20/2025 11:42:20,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,334,254,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - ACTU/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - ACTU/Pictures,01/21/2025 10:14:30,01/21/2025 10:14:22,06/26/2025 13:31:43,06/26/2025 13:31:43,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,335,251,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - Device Clinic/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Aug 2024 - Device Clinic/Pictures,01/21/2025 10:14:31,01/21/2025 10:14:23,06/26/2025 13:31:44,06/26/2025 13:31:44,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,336,825,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/RRC/Aug 2024 - RRC/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/RRC/Aug 2024 - RRC/Pictures,01/21/2025 10:14:31,01/21/2025 10:14:25,01/21/2025 10:14:31,01/21/2025 10:14:25,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Dec 2024 - CT PET SPECT MRI NucMed,,339,259,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Dec 2024 - CT PET SPECT MRI NucMed,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Dec 2024 - CT PET SPECT MRI NucMed,01/21/2025 10:15:32,01/21/2025 10:14:28,06/26/2025 13:31:42,06/26/2025 13:31:42,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,"July 2024 - ECHO, STRESS, ABP, HOLTER",,340,749,0,0,0.0%,1,1,"https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/ECHO STRESS ABP Holter xray/July 2024 - ECHO, STRESS, ABP, HOLTER","https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/ECHO STRESS ABP Holter xray/July 2024 - ECHO, STRESS, ABP, HOLTER",01/21/2025 10:15:32,05/20/2025 11:42:20,01/21/2025 10:15:32,05/20/2025 11:42:20,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,July 2024 - Telehealth - COMPLETE,,341,262,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/July 2024 - Telehealth - COMPLETE,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/July 2024 - Telehealth - COMPLETE,01/21/2025 10:15:32,01/21/2025 10:14:36,06/26/2025 13:31:42,06/26/2025 13:31:42,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Nov 2024 - CATHEP#1,,342,637,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/CATH EP/Nov 2024 - CATHEP#1,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/CATH EP/Nov 2024 - CATHEP_1,01/21/2025 10:15:32,05/20/2025 11:42:20,01/21/2025 10:15:32,05/20/2025 11:42:20,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Nov 2024 - CSICU (#1),,343,267,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - CSICU (#1),https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - CSICU (_1),01/21/2025 10:15:33,01/21/2025 10:14:53,06/26/2025 13:31:41,06/26/2025 13:31:41,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Nov 2024 - Research Labs (#1),,344,268,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - Research Labs (#1),https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - Research Labs (_1),01/21/2025 10:15:33,01/21/2025 10:14:56,06/26/2025 13:31:44,06/26/2025 13:31:44,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Oct 2024 - ICCU,,345,750,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/ICCU/Oct 2024 - ICCU,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/ICCU/Oct 2024 - ICCU,01/21/2025 10:15:33,05/20/2025 11:42:19,01/21/2025 10:15:33,05/20/2025 11:42:19,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,346,335,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Dec 2024 - CT PET SPECT MRI NucMed/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Dec 2024 - CT PET SPECT MRI NucMed/Pictures,01/21/2025 10:15:35,01/21/2025 10:14:33,06/26/2025 13:31:44,06/26/2025 13:31:44,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,347,766,0,0,0.0%,1,1,"https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/ECHO STRESS ABP Holter xray/July 2024 - ECHO, STRESS, ABP, HOLTER/Pictures","https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/ECHO STRESS ABP Holter xray/July 2024 - ECHO, STRESS, ABP, HOLTER/Pictures",01/21/2025 10:15:35,01/21/2025 10:14:36,01/21/2025 10:15:35,01/21/2025 10:14:36,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,348,660,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/CATH EP/Nov 2024 - CATHEP#1/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/CATH EP/Nov 2024 - CATHEP_1/Pictures,01/21/2025 10:15:35,01/21/2025 10:14:52,01/21/2025 10:15:35,01/21/2025 10:14:52,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,349,339,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - CSICU (#1)/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - CSICU (_1)/Pictures,01/21/2025 10:15:36,01/21/2025 10:14:55,06/26/2025 13:31:43,06/26/2025 13:31:43,Found,
https://ottawaheart.sharepoint.com/sites/UOHI-BME,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering,Documents,Folder,Pictures,,350,336,0,0,0.0%,1,1,https://ottawaheart.sharepoint.com/sites/UOHI-BME/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - Research Labs (#1)/Pictures,https://theottawahospital.sharepoint.com/sites/UOHI-BiomedicalEngineering/Shared Documents/BME Service Rounds/2024 ROUNDS/2024/Nov 2024 - Research Labs (_1)/Pictures,01/21/2025 10:15:36,01/21/2025 10:15:03,06/26/2025 13:31:44,06/26/2025 13:31:44,Found,
